# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "16" "-Q" "0" "-M" "-a" "/mnt/Scripts/SHARE-seq-alignment//gtf/mm10.gencode.gtf" "-t" "gene" "-g" "gene_name" "-o" "example_RNA.mm10.feature.count.txt" "-R" "BAM" "example_RNA.mm10.exon.featureCounts.bam" 
Geneid	Chr	Start	End	Strand	Length	example_RNA.mm10.exon.featureCounts.bam
Odf1	chr15	38219203	38226735	+	7533	0
Gm5213	chr15	38238109	38238659	+	551	0
Gm24098	chr15	38238572	38238680	+	109	0
Gm49313	chr15	38239702	38255310	-	15609	0
Gm8705	chr15	38243364	38244248	-	885	0
Gm49314	chr15	38275400	38276441	-	1042	0
Klf10	chr15	38291463	38300706	-	9244	0
Gm35248	chr15	38312293	38343139	+	30847	0
Gm41307	chr15	38385634	38404154	-	18521	0
G930009F23Rik	chr15	38436225	38455134	-	18910	0
Azin1	chr15	38487427	38519266	-	31840	1
Mir6951	chr15	38490473	38490547	-	75	0
Gm49077	chr15	38518786	38520051	+	1266	0
2310043O21Rik	chr15	38549343	38594934	-	45592	0
Gm29697	chr15	38573996	38577707	+	3712	0
Gm49090	chr15	38574719	38574824	-	106	0
Siah1-ps2	chr15	38575805	38576649	-	845	0
1100001I12Rik	chr15	38640943	38659839	-	18897	0
Atp6v1c1	chr15	38661933	38692446	+	30514	0
Gm45924	chr15	38713483	38728516	-	15034	0
Gm49097	chr15	38933071	38938622	-	5552	0
Baalc	chr15	38933144	38952912	+	19769	0
Gm4740	chr15	38990234	38992007	+	1774	0
Gm26704	chr15	39003285	39006185	-	2901	0
Fzd6	chr15	39006034	39038188	+	32155	0
Gm49786	chr15	39040432	39041282	+	851	0
Gm24789	chr15	39040579	39040709	+	131	0
Gm49105	chr15	39061406	39061804	+	399	0
Cthrc1	chr15	39076932	39087121	+	10190	0
Slc25a32	chr15	39091231	39112716	-	21486	0
Dcaf13	chr15	39112865	39146856	+	33992	0
n-R5s39	chr15	39146380	39146487	-	108	0
Gm9522	chr15	39180511	39181436	+	926	0
Rims2	chr15	39198261	39684372	+	486112	6
Gm25381	chr15	39308470	39308578	-	109	0
Dcstamp	chr15	39745930	39760938	+	15009	0
Dpys	chr15	39768487	39857470	-	88984	0
Gm16291	chr15	39797045	39812377	+	15333	0
Lrp12	chr15	39870589	39943994	-	73406	0
AU022793	chr15	39962649	39967024	+	4376	0
Gm49253	chr15	39991199	39991664	-	466	0
Gm49254	chr15	40012803	40014778	-	1976	0
Gm49255	chr15	40042982	40043134	-	153	0
Gm33251	chr15	40045191	40128982	+	83792	0
9330182O14Rik	chr15	40134365	40150010	+	15646	0
Gm33301	chr15	40162581	40168076	+	5496	0
Gm25958	chr15	40186029	40186099	-	71	0
Gm41311	chr15	40343260	40393307	+	50048	0
Gm16294	chr15	40511322	40527277	-	15956	0
Gm7382	chr15	40537321	40538425	+	1105	0
Zfpm2	chr15	40655035	41104592	+	449558	0
Gm49525	chr15	40907565	40908987	+	1423	0
Gm49526	chr15	40959757	40963701	+	3945	0
Gm49524	chr15	40997960	40999204	+	1245	0
4930555K19Rik	chr15	41173487	41173868	+	382	0
Gm49529	chr15	41242745	41243158	-	414	0
Oxr1	chr15	41447482	41861048	+	413567	3
Gm26854	chr15	41758060	41788911	-	30852	0
Abra	chr15	41864076	41869720	-	5645	0
Gm5469	chr15	41922076	41923151	+	1076	0
Gm24751	chr15	41948997	41949098	+	102	0
Gm5470	chr15	42031319	42032742	-	1424	0
Gm49439	chr15	42041425	42067553	-	26129	0
Gm49438	chr15	42055216	42056140	-	925	0
Gm49440	chr15	42161546	42161875	-	330	0
Gm49441	chr15	42196784	42201302	+	4519	0
Gm18531	chr15	42256063	42256780	-	718	0
Gm49452	chr15	42311265	42320346	-	9082	0
Gm18092	chr15	42328601	42329420	-	820	0
Gm49453	chr15	42399755	42400427	+	673	0
Angpt1	chr15	42424723	42676977	-	252255	0
Gm17473	chr15	42676241	42704616	+	28376	0
Rspo2	chr15	43020794	43170826	-	150033	0
Gm9658	chr15	43217150	43218161	-	1012	0
Gm22037	chr15	43224625	43224920	-	296	0
Eif3e	chr15	43250058	43282719	-	32662	0
Gm49271	chr15	43368915	43377673	-	8759	0
Gm10373	chr15	43430943	43477036	-	46094	0
Emc2	chr15	43477229	43527763	+	50535	0
Gm2140	chr15	43808461	43808924	+	464	0
Tmem74	chr15	43864646	43870036	-	5391	0
Trhr	chr15	44196135	44235912	+	39778	0
Gm7459	chr15	44281980	44283775	+	1796	0
Gm19235	chr15	44323112	44324114	+	1003	0
Gm24903	chr15	44345650	44345775	+	126	0
Gm25093	chr15	44364085	44364216	+	132	0
Nudcd1	chr15	44373163	44428307	-	55145	0
Eny2	chr15	44428042	44438256	+	10215	0
Gm22392	chr15	44432595	44432701	+	107	0
Pkhd1l1	chr15	44457494	44601369	+	143876	0
Ebag9	chr15	44619175	44641515	+	22341	0
Sybu	chr15	44671856	44788063	-	116208	0
A930017M01Rik	chr15	44752280	44884740	+	132461	0
Gm24768	chr15	44940542	44940635	+	94	0
Gm23343	chr15	44948104	44948246	+	143	0
Gm18153	chr15	44959341	44960364	+	1024	0
Gm5471	chr15	44971797	44972133	-	337	0
Kcnv1	chr15	45106284	45114920	-	8637	0
AC099642.1	chr15	45161451	45163809	+	2359	0
Gm2203	chr15	45962526	45963459	+	934	0
Gm5472	chr15	45978360	45980037	-	1678	0
Gm26063	chr15	46151698	46151804	-	107	0
Gm49075	chr15	46178349	46178760	-	412	0
1700022A22Rik	chr15	46324559	46373907	+	49349	0
Gm23562	chr15	46434808	46434869	-	62	0
4930523O13Rik	chr15	46435866	46496181	-	60316	0
Gm49079	chr15	46438532	46438958	+	427	0
4930548G14Rik	chr15	46623305	46639858	+	16554	0
Gm38541	chr15	46939070	46939886	+	817	0
Gm23665	chr15	46944387	46944448	-	62	0
Gm7508	chr15	47421915	47422423	+	509	0
Gm2267	chr15	47520338	47522645	+	2308	0
Csmd3	chr15	47580637	48792063	-	1211427	9
Gm16300	chr15	47699709	47703827	-	4119	0
Gm23530	chr15	47800673	47800809	+	137	0
Gm25007	chr15	48551308	48551440	+	133	0
Gm7517	chr15	48888353	48890024	+	1672	0
Gm49185	chr15	48900077	48900311	+	235	0
Gm23185	chr15	48906652	48906736	-	85	0
Gm2333	chr15	49130623	49130964	-	342	0
Gm41318	chr15	49194337	49203313	+	8977	0
Gm23848	chr15	49538195	49538300	+	106	0
Gm49186	chr15	49913382	49914021	+	640	0
Gm49198	chr15	50286898	50335014	+	48117	0
Trps1	chr15	50654752	50890463	-	235712	1
Mir1907	chr15	50889025	50889114	-	90	0
Gm48913	chr15	50897639	50946307	+	48669	0
Gm19303	chr15	51231640	51395610	-	163971	0
Gm2361	chr15	51548351	51548970	-	620	0
Gm34562	chr15	51601772	51629635	-	27864	0
Eif3h	chr15	51786558	51865523	-	78966	1
Utp23	chr15	51877429	51884614	+	7186	0
Gm34678	chr15	51880373	51897041	-	16669	0
Gm48923	chr15	51897087	51899767	+	2681	0
Rad21	chr15	51962240	51991747	-	29508	0
Gm48926	chr15	52013284	52013464	+	181	0
Gm19236	chr15	52033369	52036066	+	2698	0
Aard	chr15	52040107	52045722	+	5616	0
Gm2387	chr15	52089308	52089953	+	646	0
Gm7543	chr15	52259123	52259694	+	572	0
Slc30a8	chr15	52295553	52335798	+	40246	0
Gm41322	chr15	52445122	52449761	+	4640	0
Rpl15-ps6	chr15	52477617	52478228	-	612	0
Gm23545	chr15	52496885	52496988	+	104	0
Gm23267	chr15	52499656	52499787	+	132	0
Med30	chr15	52712408	52730564	+	18157	0
Gm34794	chr15	52751427	52786267	-	34841	0
Ext1	chr15	53064038	53346159	-	282122	4
Gm27926	chr15	53383919	53383984	+	66	0
Samd12	chr15	53453810	53902537	-	448728	4
Gm23200	chr15	53613067	53613198	-	132	0
Mir28c	chr15	53614205	53614279	-	75	0
1700015H07Rik	chr15	53621655	53623270	+	1616	0
Gm7489	chr15	53884906	53886597	+	1692	0
Gm26933	chr15	54034506	54035982	-	1477	0
Tnfrsf11b	chr15	54250619	54278484	-	27866	0
Gm7566	chr15	54304565	54305134	-	570	0
Gm5215	chr15	54311961	54312365	-	405	0
Colec10	chr15	54410774	54466358	+	55585	0
Gm18152	chr15	54458700	54459280	-	581	0
Gm20070	chr15	54487900	54488126	+	227	0
Mal2	chr15	54571192	54602847	+	31656	0
Ccn3	chr15	54745702	54754039	+	8338	0
Gm7577	chr15	54764532	54765513	-	982	0
Enpp2	chr15	54838901	54952892	-	113992	1
Gm26684	chr15	54952070	54964642	+	12573	1
4930478E11Rik	chr15	54981333	54986891	-	5559	0
Gm49036	chr15	54986583	54987097	+	515	0
Taf2	chr15	55015131	55072152	-	57022	0
Dscc1	chr15	55076099	55090491	-	14393	0
Gm41325	chr15	55084561	55097699	+	13139	0
Gm9920	chr15	55099917	55113677	-	13761	0
Deptor	chr15	55112317	55259271	+	146955	1
Gm26296	chr15	55262542	55262603	-	62	0
Col14a1	chr15	55307750	55520803	+	213054	0
1700040F17Rik	chr15	55436115	55439020	-	2906	0
Gm18787	chr15	55474780	55475563	-	784	0
Gm49257	chr15	55475530	55479377	-	3848	0
Mrpl13	chr15	55534094	55557748	-	23655	0
Mtbp	chr15	55557408	55626423	+	69016	0
Sntb1	chr15	55636388	55906949	-	270562	0
Gm46516	chr15	55923402	55960906	+	37505	0
Gm10370	chr15	55930702	55932415	+	1714	0
Gm7595	chr15	55973605	55974505	+	901	0
Gm49210	chr15	55976162	55976463	+	302	0
Gm49211	chr15	56004044	56005717	+	1674	0
Gm49212	chr15	56046552	56049832	-	3281	0
Hba-ps3	chr15	56171988	56172389	-	402	0
Gm49213	chr15	56415013	56415226	+	214	0
Has2	chr15	56665627	56694539	-	28913	0
Has2os	chr15	56689944	56778399	+	88456	0
Gm5673	chr15	56782642	56783428	-	787	0
Gm2582	chr15	56880409	57006624	-	126216	0
Gm26178	chr15	57239007	57239113	-	107	0
Slc22a22	chr15	57243767	57477625	-	233859	0
Gm49229	chr15	57347749	57348090	+	342	0
Gm18094	chr15	57429984	57430713	+	730	0
Gm49235	chr15	57487947	57488871	-	925	0
Zhx2	chr15	57694665	57839832	+	145168	2
Gm16006	chr15	57708114	57708927	-	814	0
9330154K18Rik	chr15	57736563	57738666	-	2104	0
Derl1	chr15	57869502	57892448	-	22947	0
Tbc1d31	chr15	57912199	57970067	+	57869	0
Fam83a	chr15	57985419	58011009	+	25591	0
9130401M01Rik	chr15	58022259	58034325	-	12067	0
Gm29394	chr15	58028243	58076425	-	48183	0
Gm22299	chr15	58041516	58041651	-	136	0
Zhx1	chr15	58047003	58076541	-	29539	0
Atad2	chr15	58094044	58135082	-	41039	0
Wdyhv1	chr15	58141377	58158665	+	17289	1
Gm23475	chr15	58143208	58143269	-	62	0
Gm22488	chr15	58146616	58146742	+	127	0
Fbxo32	chr15	58175879	58214932	-	39054	7
Gm15943	chr15	58214475	58324053	+	109579	0
Klhl38	chr15	58314573	58324169	-	9597	0
Anxa13	chr15	58341363	58389383	-	48021	0
Gm2675	chr15	58405824	58411326	+	5503	0
Fam91a1	chr15	58415468	58457740	+	42273	0
Fer1l6	chr15	58510048	58665092	+	155045	0
Gm23789	chr15	58565614	58565914	+	301	0
Gm20712	chr15	58780461	58781951	-	1491	0
Tmem65	chr15	58782269	58823638	-	41370	1
Gm24041	chr15	58819323	58819478	-	156	0
Ube2d4	chr15	58846590	58847321	-	732	0
Trmt12	chr15	58872674	58877127	+	4454	0
Rnf139	chr15	58889229	58907057	+	17829	0
Gm49356	chr15	58889298	58937359	+	48062	0
Tatdn1	chr15	58890155	58933738	-	43584	0
Ndufb9	chr15	58933756	58939488	+	5733	0
Mtss1	chr15	58941234	59082005	-	140772	1
4930544F09Rik	chr15	58984136	58988905	+	4770	0
Rpl7-ps8	chr15	59210908	59211717	+	810	0
Gm7691	chr15	59238489	59239002	+	514	0
Gm36617	chr15	59275396	59291946	+	16551	0
Zfp572	chr15	59306948	59312013	+	5066	0
Sqle	chr15	59315077	59331192	+	16116	0
Washc5	chr15	59331997	59374167	-	42171	0
Nsmce2	chr15	59374247	59601684	+	227438	0
Gm36677	chr15	59618590	59619055	+	466	0
Trib1	chr15	59648350	59657099	+	8750	0
Gm20150	chr15	59671628	59672113	-	486	0
Gm19510	chr15	59788417	59794959	-	6543	0
Gm7708	chr15	59929618	59930290	-	673	0
Gm7083	chr15	59977722	59978171	+	450	0
Gm7713	chr15	59993886	59994892	-	1007	0
4933412E24Rik	chr15	60014866	60016613	-	1748	0
Gm25875	chr15	60084788	60084894	+	107	0
Gm2682	chr15	60120540	60187408	-	66869	0
Gm46507	chr15	60295792	60296950	-	1159	0
Gm4774	chr15	60392119	60393169	+	1051	0
Gm17892	chr15	60397297	60398089	+	793	0
Gm6392	chr15	60468124	60469477	+	1354	0
Gm48946	chr15	60670343	60672084	+	1742	0
Gm23835	chr15	60703992	60704123	-	132	0
Gm7086	chr15	60742858	60746535	+	3678	0
Gm48947	chr15	60760231	60760744	+	514	0
Lratd2	chr15	60818994	60853778	-	34785	0
9930014A18Rik	chr15	60822271	60831793	+	9523	0
A1bg	chr15	60896859	60923012	-	26154	0
4930402D18Rik	chr15	60912974	60955320	+	42347	0
Gm48951	chr15	60938347	60938636	-	290	0
Gm38563	chr15	61157869	61165735	+	7867	0
Gm49497	chr15	61184151	61241065	+	56915	0
Gm29904	chr15	61288441	61393822	+	105382	0
Gm24696	chr15	61357871	61358004	-	134	0
Gm49498	chr15	61534676	61544183	-	9508	0
D030024E09Rik	chr15	61534676	61774451	-	239776	0
Gm18154	chr15	61826247	61826835	+	589	0
Gm37947	chr15	61979241	61983302	-	4062	0
Myc	chr15	61985391	61990374	+	4984	0
Pvt1	chr15	62037986	62378096	+	340111	1
Gm27913	chr15	62038029	62038201	+	173	0
Gm27782	chr15	62080245	62080443	+	199	0
Gm27718	chr15	62107187	62107272	+	86	0
Gm27957	chr15	62175422	62175548	+	127	0
Macroh2a3	chr15	62218221	62219332	-	1112	0
Gm41333	chr15	62567975	62782787	+	214813	0
Gm24810	chr15	62652935	62653004	-	70	0
Gm22521	chr15	62793201	62793334	+	134	0
Tsg101-ps	chr15	62980648	62981817	+	1170	0
Gm30159	chr15	63067008	63143105	-	76098	0
Gm49013	chr15	63146233	63146716	+	484	0
Gm41335	chr15	63176838	63718289	-	541452	0
Gm49014	chr15	63255904	63278780	+	22877	0
Gm25702	chr15	63481214	63481276	-	63	0
Gm4942	chr15	63490962	63492293	-	1332	0
Gm5473	chr15	63631697	63632338	+	642	0
4930449C09Rik	chr15	63717818	63737680	+	19863	0
Gm41336	chr15	63740684	63745367	+	4684	0
Gm49019	chr15	63751659	63755435	+	3777	0
Gm46499	chr15	63760161	63760580	+	420	0
Gsdmc	chr15	63775968	63808759	-	32792	0
1700065I16Rik	chr15	63817188	63821393	+	4206	0
Gsdmc2	chr15	63824346	63845177	-	20832	0
Gsdmcl1	chr15	63847309	63855155	+	7847	0
Gsdmc3	chr15	63857724	63878558	-	20835	0
Gsdmcl2	chr15	63880707	63890512	+	9806	0
Gsdmc4	chr15	63891264	63912297	-	21034	0
Gsdmcl-ps	chr15	63914448	63925666	+	11219	0
Fam49b	chr15	63929097	64060478	-	131382	1
Gm25628	chr15	64025948	64026052	+	105	0
Asap1	chr15	64086857	64382919	-	296063	1
Gm20717	chr15	64098317	64101397	+	3081	0
1700010G06Rik	chr15	64314497	64316076	+	1580	0
Gm10926	chr15	64328028	64329017	-	990	0
Gm30563	chr15	64396379	64433598	+	37220	0
Gm30691	chr15	64627409	64633508	-	6100	0
Adcy8	chr15	64697084	64922296	-	225213	1
Gm21798	chr15	64817694	64937996	+	120303	0
Gm21961	chr15	64979544	65014904	-	35361	0
Gm5046	chr15	65015154	65015764	+	611	0
Gm49241	chr15	65041574	65042067	+	494	0
Gm7814	chr15	65195339	65195778	+	440	0
Gm49242	chr15	65200234	65200562	-	329	0
Gm49243	chr15	65687828	65688148	-	321	0
Gm23907	chr15	65694549	65694737	+	189	0
Efr3a	chr15	65787034	65873816	+	86783	0
Gm20405	chr15	65857869	65858356	+	488	0
Oc90	chr15	65876053	65912397	-	36345	0
Hhla1	chr15	65916609	65976804	-	60196	0
Gm2991	chr15	65928454	65928933	-	480	0
Kcnq3	chr15	65986387	66286642	-	300256	2
Gm27153	chr15	66074552	66091807	+	17256	0
Gm27242	chr15	66286917	66290243	+	3327	0
Gm30929	chr15	66335133	66340714	-	5582	0
Gm19077	chr15	66357521	66358484	-	964	0
Lrrc6	chr15	66379858	66500910	-	121053	0
Tmem71	chr15	66526212	66561103	-	34892	0
Phf20l1	chr15	66577560	66647976	+	70417	0
Tg	chr15	66670753	66850721	+	179969	0
Gm17140	chr15	66739059	66744327	-	5269	0
Sla	chr15	66780819	66831829	-	51011	0
Ccn4	chr15	66891320	66923201	+	31882	0
Ndrg1	chr15	66929318	66969640	-	40323	0
Gm17035	chr15	66929607	66931107	+	1501	0
Gm2895	chr15	66969323	67013039	+	43717	0
Gm31342	chr15	67040058	67040824	+	767	0
St3gal1	chr15	67102875	67176830	-	73956	0
1700012I11Rik	chr15	67226769	67377094	+	150326	0
Gm49408	chr15	67873828	67874067	+	240	0
Gm49409	chr15	67942552	67942804	-	253	0
Zfat	chr15	68083764	68258856	-	175093	2
Gm10240	chr15	68309819	68310301	+	483	0
Gm37320	chr15	68321381	68326333	-	4953	0
Gm26621	chr15	68334715	68337430	-	2716	0
Mir30b	chr15	68337415	68337510	-	96	0
Gm37296	chr15	68338295	68341216	-	2922	0
Gm20732	chr15	68340983	68363176	-	22194	0
Mir30d	chr15	68341208	68341289	-	82	0
Gm49414	chr15	68611410	68611707	-	298	0
Gm25987	chr15	68671416	68671522	+	107	0
Gm7859	chr15	68715009	68715763	-	755	0
Gm49415	chr15	68755500	68760811	+	5312	0
Gm18930	chr15	68762491	68764253	+	1763	0
Gm7125	chr15	68792320	68883576	+	91257	0
Khdrbs3	chr15	68928420	69101211	+	172792	1
Gm49422	chr15	68959531	68994444	+	34914	0
4930573C08Rik	chr15	69233931	69234999	-	1069	0
4930504C09Rik	chr15	69270533	69274720	+	4188	0
Gm24232	chr15	69451015	69451146	-	132	0
Gm23987	chr15	69685578	69685706	-	129	0
Gm19782	chr15	70011623	70077841	+	66219	0
Gm5216	chr15	70063061	70064669	-	1609	0
Gm18155	chr15	70758053	70758592	+	540	0
Gm49430	chr15	70961618	70962464	-	847	0
Gm19199	chr15	71099619	71100191	-	573	0
Gm5217	chr15	71309834	71311311	+	1478	0
Fam135b	chr15	71431609	71727838	-	296230	1
Gm47309	chr15	71794186	71794290	+	105	0
Gm22519	chr15	71794188	71794365	+	178	0
Gm2999	chr15	71794570	71795107	+	538	0
Col22a1	chr15	71795795	72034227	-	238433	0
Gm16308	chr15	71810108	71813780	+	3673	0
Gm49457	chr15	72161346	72287314	+	125969	0
Gm23217	chr15	72255350	72255456	-	107	0
Gm24390	chr15	72490958	72491019	-	62	0
Kcnk9	chr15	72501089	72546340	-	45252	0
Gm49460	chr15	72588283	72606053	+	17771	0
Trappc9	chr15	72589620	73061204	-	471585	1
Gm28020	chr15	72721321	72721387	-	67	0
Gm49459	chr15	72725404	72725860	+	457	0
Peg13	chr15	72805600	72810324	-	4725	0
Gm3150	chr15	72913357	72913560	+	204	0
Chrac1	chr15	73090392	73097554	+	7163	0
Ago2	chr15	73095844	73184935	-	89092	0
Ptk2	chr15	73205102	73423280	-	218179	1
1700085D07Rik	chr15	73249546	73264120	+	14575	0
Mir151	chr15	73254815	73254882	-	68	0
Gm24787	chr15	73349799	73349921	+	123	0
Gm7908	chr15	73407489	73408239	-	751	0
Gm49066	chr15	73423311	73424109	+	799	0
Gm10362	chr15	73428359	73428910	-	552	0
Gm19811	chr15	73497038	73497297	-	260	0
Dennd3	chr15	73512560	73572242	+	59683	0
Slc45a4	chr15	73577424	73645762	-	68339	0
1700010B13Rik	chr15	73645852	73652347	+	6496	0
Gpr20	chr15	73694604	73707505	-	12902	0
Ptp4a3	chr15	73723145	73758766	+	35622	0
Gm22106	chr15	73729164	73729290	+	127	0
Mroh5	chr15	73760067	73839699	-	79633	0
Ndufb4c	chr15	73809507	73809896	-	390	0
Gm6569	chr15	73834561	73839908	+	5348	0
Gm32405	chr15	73994069	74000913	-	6845	0
Gm7935	chr15	74080234	74081511	-	1278	0
Gm15387	chr15	74093686	74094333	-	648	0
AC119183.1	chr15	74400755	74440444	-	39690	0
Adgrb1	chr15	74516195	74589465	+	73271	0
Gm26117	chr15	74563821	74563915	+	95	0
Mroh4	chr15	74606029	74636353	-	30325	0
Arc	chr15	74669083	74672570	-	3488	0
Jrk	chr15	74702301	74709535	-	7235	0
4933427E11Rik	chr15	74709161	74710374	+	1214	0
Psca	chr15	74714839	74717069	+	2231	0
Gm28976	chr15	74718792	74718935	+	144	0
Them6	chr15	74721204	74724639	+	3436	0
Slurp1	chr15	74724318	74728034	-	3717	0
Lypd2	chr15	74732247	74734329	-	2083	0
Slurp2	chr15	74742764	74746693	-	3930	0
Lynx1	chr15	74747852	74753046	-	5195	0
Ly6d	chr15	74762056	74763620	-	1565	0
Ly6g6g	chr15	74770908	74778859	-	7952	0
Gm17189	chr15	74784065	74800640	+	16576	0
Ly6k	chr15	74796874	74799986	-	3113	0
Gml	chr15	74813452	74818815	-	5364	0
Gml2	chr15	74819071	74834871	+	15801	0
Cyp11b1	chr15	74834125	74841643	-	7519	0
Cyp11b2	chr15	74851010	74856318	-	5309	0
Ly6m	chr15	74876987	74897021	-	20035	0
Gm6610	chr15	74924444	74925296	+	853	0
Gm39556	chr15	74929437	74936316	+	6880	0
Gm29126	chr15	74953330	74953480	-	151	0
Ly6e	chr15	74955051	74959905	+	4855	0
Ly6i	chr15	74979534	74983430	-	3897	0
Gm8000	chr15	74986591	74988460	-	1870	0
Gm37042	chr15	74988750	74989330	+	581	0
Ly6a	chr15	74994877	74998031	-	3155	0
Gm28068	chr15	75007303	75024410	+	17108	0
Gm28069	chr15	75025294	75025507	+	214	0
Ly6c1	chr15	75044018	75048830	-	4813	0
Gm5960	chr15	75071112	75074638	+	3527	0
Gm28502	chr15	75076210	75079094	-	2885	0
Ly6c2	chr15	75108158	75111970	-	3813	0
Ly6a2	chr15	75131377	75135128	-	3752	0
Ly6g	chr15	75155240	75159126	+	3887	0
Gm28117	chr15	75193904	75197667	-	3764	0
Ly6g2	chr15	75216376	75222661	+	6286	0
Gm10238	chr15	75235597	75238768	-	3172	0
Gm28115	chr15	75245146	75247357	-	2212	0
Ly6f	chr15	75268421	75272235	+	3815	0
Gm28116	chr15	75293950	75297099	-	3150	0
Gm3454	chr15	75311377	75314964	-	3588	0
Gm28113	chr15	75326500	75326728	-	229	0
Gm29517	chr15	75328240	75330355	+	2116	0
Gm28114	chr15	75349006	75351181	-	2176	0
Gm3142	chr15	75372463	75377269	-	4807	0
9030619P08Rik	chr15	75427606	75431829	-	4224	0
Ly6l	chr15	75449457	75451406	+	1950	0
Gm34531	chr15	75474546	75476466	+	1921	0
Gm34593	chr15	75498774	75500720	+	1947	0
Gm34646	chr15	75517209	75519657	+	2449	0
Ly6h	chr15	75551268	75567255	-	15988	0
Gpihbp1	chr15	75596628	75599481	+	2854	0
Zfp41	chr15	75616679	75629827	+	13149	0
Gm46519	chr15	75631969	75635910	-	3942	0
2810039B14Rik	chr15	75642129	75653643	+	11515	0
Top1mt	chr15	75657035	75678800	-	21766	0
Gm15945	chr15	75661407	75663529	+	2123	0
Rhpn1	chr15	75704280	75715485	+	11206	0
Mafa	chr15	75745490	75748228	-	2739	0
Zc3h3	chr15	75754430	75841915	-	87486	0
Gm23747	chr15	75759859	75759989	+	131	0
Gm9568	chr15	75854819	75856228	-	1410	0
Gsdmd	chr15	75862327	75867408	+	5082	0
Mroh6	chr15	75884137	75888770	-	4634	1
Naprt	chr15	75890956	75894481	-	3526	0
Eef1d	chr15	75894205	75909556	-	15352	0
Tigd5	chr15	75909735	75914535	+	4801	0
Pycrl	chr15	75916477	75921560	-	5084	0
Tsta3	chr15	75924676	75929832	-	5157	0
Zfp623	chr15	75940952	75949400	+	8449	0
Eif2s3x-ps1	chr15	75967227	75968335	-	1109	0
Zfp707	chr15	75969123	75975868	+	6746	0
Ccdc166	chr15	75979872	75982455	-	2584	0
Mapk15	chr15	75993769	75999154	+	5386	0
Fam83h	chr15	76001093	76014336	-	13244	0
Iqank1	chr15	76009888	76046981	+	37094	0
Gm23027	chr15	76036459	76036616	+	158	0
Scrib	chr15	76047158	76069784	-	22627	0
Mir6952	chr15	76064828	76064888	-	61	0
Puf60	chr15	76070182	76080924	-	10743	0
Gm48952	chr15	76083764	76087655	+	3892	0
Nrbp2	chr15	76085518	76091627	-	6110	0
Gm41349	chr15	76095575	76097668	+	2094	0
Eppk1	chr15	76101481	76120195	-	18715	0
BC024139	chr15	76119517	76126596	-	7080	0
Gm19945	chr15	76150368	76150607	+	240	0
Plec	chr15	76170974	76232574	-	61601	0
Gm25720	chr15	76214101	76214205	-	105	0
Mir1942	chr15	76215611	76215673	-	63	0
Parp10	chr15	76231174	76243441	-	12268	0
Grina	chr15	76246764	76249904	+	3141	0
Mir6953	chr15	76248191	76248258	+	68	0
Mirt2	chr15;chr15	76266461;76267135	76269839;76267419	-;-	3379	0
Spatc1	chr15	76268089	76292572	+	24484	0
Mir3079	chr15	76290879	76290968	-	90	0
Smpd5	chr15	76294348	76296896	+	2549	0
Oplah	chr15	76296601	76328015	-	31415	0
Exosc4	chr15	76327397	76330677	+	3281	0
Gpaa1	chr15	76331231	76334907	+	3677	0
Rps6-ps1	chr15	76337616	76338362	+	747	0
Cyc1	chr15	76343523	76346260	+	2738	2
Sharpin	chr15	76347040	76351111	-	4072	0
Maf1	chr15	76351294	76354380	+	3087	0
Gm35339	chr15	76354432	76365201	+	10770	0
Hgh1	chr15	76368898	76371437	+	2540	0
Tssk5	chr15	76371952	76374938	-	2987	0
Mroh1	chr15	76380261	76453038	+	72778	0
Mir6954	chr15	76433214	76433273	+	60	0
Bop1	chr15	76452989	76477277	-	24289	0
Scx	chr15	76457452	76459458	+	2007	0
Hsf1	chr15	76477422	76501913	+	24492	0
Dgat1	chr15	76502015	76511953	-	9939	0
Scrt1	chr15	76516203	76522499	-	6297	0
Gm49550	chr15	76526770	76527021	-	252	0
Tmem249	chr15	76533213	76535366	-	2154	0
Fbxl6	chr15	76535721	76538746	-	3026	0
Slc52a2	chr15	76538832	76544608	+	5777	0
Adck5	chr15	76576358	76595816	+	19459	0
Gm49413	chr15	76577825	76580863	+	3039	0
5730521K06Rik	chr15	76590120	76591727	+	1608	0
Cpsf1	chr15	76595803	76607591	-	11789	1
Slc39a4	chr15	76612383	76617384	-	5002	0
Vps28	chr15	76622087	76626086	-	4000	0
Tonsl	chr15	76626002	76639958	-	13957	7
Cyhr1	chr15	76643395	76660117	-	16723	0
Kifc2	chr15	76659858	76668196	+	8339	0
Foxh1	chr15	76668225	76669948	-	1724	0
Ppp1r16a	chr15	76671615	76694919	+	23305	0
Gpt	chr15	76695716	76699686	+	3971	0
Mfsd3	chr15	76701465	76704239	+	2775	0
Recql4	chr15	76703553	76710548	-	6996	0
Lrrc14	chr15	76710623	76717699	+	7077	0
Lrrc24	chr15	76715276	76722173	-	6898	0
C030006K11Rik	chr15	76721465	76723845	-	2381	0
Arhgap39	chr15	76723985	76818170	-	94186	1
Gm17271	chr15	76797696	76798050	+	355	0
Zfp251	chr15	76851609	76871435	-	19827	0
